AI_Num
44779
184235
3133
2638
220199
188813
225545
194203
99407
225273
217594
221642
211943
221121
195747
218335
1514
2416
201334
221629
1255
192380
17715
198351
3165
5565
181192
1136
209047
205247
225274
204812
184545
191783
5337
3351
196978
2538
226602
13028
197717
1096
185639
219605
2425
144688
184873
217532
197379
221808
10088
119267
3271
217972
126578
224785
222279
26003
188074
222409
219599
6164
194165
3519
195519
227481
83425
8335
189205
228407
158683
13058
229293
190235
232172
232173
2418
1376
230441
230440
7359
8940
203831
50619
212290
